,Name,Image_Title,Ingredients
2590,Chana Masala in the Slow Cooker,img00714.jpg,"4 cups water1 large onion, diced28 oz. can diced tomatoes6-oz. can tomato paste⅓ cup chopped fresh cilantro leaves2 tsp garam masala2 tsp garlic powder1 tsp cumin½ tsp cayenne pepper (more if you like more of a kick)1 tsp ground coriander1 tsp turmeric1 tsp sea salt2 – 15 oz cans chickpeasServe over Basmati Rice"
2591,Grilled Pork Tenderloins With Rosemary Pesto,img24689.jpg,"1/2 cup walnuts, toasted1/4 cup chopped fresh rosemary (about 4 sprigs)3 tablespoons Creole mustard3 garlic cloves, chopped1/2 cup olive oil, divided4 (1/2- to 3/4-pound) pork tenderloins1 teaspoon salt1/2 teaspoon black pepper"
2592,Sichuan Tofu with Garlic Sauce,img02897.jpg,"1 pound firm or extra-firm tofu1/4 cup warm vegetable broth1 tbsp. Shao Hsing wine, or dry sherry1 tablespoon reduced-sodium soy sauce1/2 teaspoon freshly ground black pepper (up to one tablespoon)2 tablespoons rice vinegar2 tablespoons black rice vinegar2 tablespoons reduced-sodium soy sauce1 tablespoon Shao Hsing wine, or dry sherry2 tablespoons agave nectar or sugar1 teaspoon chili garlic paste (up to 2 teaspoons)1/4 teaspoon sesame oil6 large cloves garlic, minced (up to 1 head)2 tablespoons minced fresh ginger1 bunch green onions8 fresh water chestnuts2 tsp. cornstarch dissolved into 2 tsp. water"
2593,Four Cheese White Pizza,img14149.jpg,"1/2 cup warm water2 and 1/4 teaspoon (or one packet) of instant yeast4 cups (22 ounces) bread flour, plus more for rolling out your dough1 and 1/2 teaspoons salt1 and 1/4 cup water, at room temperature2 tablespoons olive oil3 tablespoons olive oil, plus more for brushing the pan3 teaspoons garlic, chopped (about 3 cloves)8 ounces (1/2 pound) fresh mozzarella, sliced and coarsely chopped3 ounces fresh goat cheese, crumbled1/2 cup part-skim ricotta1/4 cup Parmesan cheese, grated3 tablespoons thinly sliced fresh basil"
2594,Spanish-Style Salad,img17097.jpg,"2 cups (1/2-inch) cubed French bread6 cups torn Bibb lettuce1 cup torn radicchio1 cup chopped oranges14 pitted kalamata olives, halved2 tablespoons fresh orange juice2 tablespoons sherry vinegar or red wine vinegar1 tablespoon capers2 teaspoons extra-virgin olive oil1 teaspoon Dijon mustard1/2 teaspoon sugar1/4 teaspoon freshly ground black pepper1 garlic clove, minced"
2595,Mom's Minestrone Soup,img07688.jpg,"3 (14 ounce) cans white beans1/2 cup extra virgin olive oil8 ounces pancetta or bacon, diced2 garlic cloves, minced1 onion, chopped2 stalks celery, diced1 carrot, diced1 sprig rosemary, chopped1 (14 ounce) can diced tomatoes1/2 head kale, chopped1/2 white cabbage, chopped3 leeks, sliced3 zucchini, dicedSalt and freshly ground pepper, to tasteSalt and freshly ground pepper, to tastePiece of Parmesan cheese rind (optional)7 to 8 cups chicken stockHandful basil, choppedHandful Italian parsley, choppedFreshly grated Parmesan cheese, for servingCrusty bread, for serving"
2596,Lighter Spring Risotto,img18757.jpg,"4 cups vegetable broth (may need more, or less)2 teaspoons butter2 teaspoons extra virgin olive oil1 shallot, minced1 clove garlic, minced1 cup sliced mushroomssalt and peppersalt and pepper1 cup arborio riceJuice from 1/2 lemon1/2 cup white wine (I used Pinot Grigio)1 cup chopped asparagus1/2 cup peas (can use frozen-then-thawed)1/4 cup basil leaves, chopped"
2597,Seared Scallops With Indian Spinach,img19654.jpg,"4 tablespoons canola oil, divided1 teaspoon cumin seeds1 medium red onion, chopped (about 1 cup)2-inch piece fresh ginger, peeled, minced (about 2 tablepoons)3 medium garlic cloves, minced (about 1 tablespoon)1/4 teaspoon cayenne pepper3 teaspoons garam masala, divided1/2 teaspoon ground turmeric1/2 teaspoon salt, plus more to season scallops1 1/2 pounds fresh spinach leaves, roughly chopped12 large scallopsFreshly ground black pepper2 tablespoons heavy cream"
2598,Stir Fried Chinese Cabbage and Shiitake Mushrooms,img07059.jpg,"half of 1 large Napa / Chinese Cabbage, chopped (separate white part and green part)6 pcs dried shiitake mushroom, rehydrated and sliced (reserve the liquid)3 tablespoons oyster sauce1 tablespoon Chinese cooking wine2 tsp cornstarch3 cloves garlic, mincedsaltfreshly ground black pepperoil"
2599,Indian-Spiced Chicken and Cauliflower,img11869.jpg,"1 can diced tomatoes2 tbsp. tomato paste2 tbsp. ginger1 tbsp. curry powderKosher saltpepper1.50 lb. boneless, skinless chicken thighs1 small head cauliflower1 medium onion0.25 c. golden raisins1 c. long grain white rice0.50 c. cilantroGreek yogurtLemon wedges"
2600,Caramel-Latte Milk Shakes,img21272.jpg,"2 cups coffee ice cream, slightly softened1/3 cup milk3 tablespoons caramel sauce1/4 cup whipped cream"
2601,Potato Leek Au Gratin,img12189.jpg,2 leeks (medium size)1 garlic clove1 splash Vermouth (or dry white wine)2 to 2 1/2 pounds boiling potatoes (approximately 6 to 7medium size potatoes such as Yukon Gold)1 to 1 1/4 cup grated gruyere1 1/4 cup heavy cream2 to 3 tablespoons unsalted butterKosher or sea salt (to taste)Pepper (to taste)4 to 5 shavings of gruyere
2602,It's Just White Bread,img20916.jpg,1 cup lukewarm water2 1/4 teaspoons instant yeast1 tablespoon white sugar11 1/4 ounces (about 2 cups) bread flour1 teaspoon kosher salt1 tablespoon olive oil
2603,Roasted Tomatoes,img15248.jpg,"3 pounds ripe plum tomatoes (about 15)1/4 cup extra-virgin olive oil1 tablespoon chopped fresh thyme3 garlic cloves, finely chopped"
2604,Black Pepper-Goat Cheese Log,img03312.jpg,2 tablespoons cracked black pepper1 (11-ounce) goat cheese log2 tablespoons extra virgin olive oilGarnish: fresh rosemary sprigs
2605,Jalapeño Corn Bread,img10488.jpg,"2 8 1/2-ounce boxes corn-bread mix2 eggs, lightly beaten2/3 cup low-fat milk8 ounces sharp cheddar, shredded (about 2 cups)2 7-ounce cans corn, drained2 jalapeño peppers, seeded and minced"
2606,Hummus,img11991.jpg,"2 15-oz cans chickpeas, drained and rinsed, liquid reserved3 medium cloves garlic, minced1/3 cup tahini, preferably homemade1/4 cup freshly squeezed lemon juice1/4 cup olive oil1 teaspoon Kosher salt1 tablespoon finely chopped fresh parsley, for garnish"
2607,Mom’s Best Braised Chicken with Mushrooms (小鸡炖蘑菇),img26706.jpg,"35 grams (1.2 ounces) dried shiitake mushrooms6 (1.5 kilograms / 3 pounds) bone-in chicken leg with thigh, chopped to 3 to 4 pieces2 tablespoons Shaoxing wine (or Japanese sake)1 thumb-size (20 grams / 0.7 ounces) ginger1 whole star anise300 grams (10 ounces) tea tree mushrooms (oyster, shimeji, or fresh shiitake mushrooms etc.)6 (40 grams) green onion, white part2 tablespoons light soy sauce1 tablespoon dark soy sauce1 teaspoon sugar3/4 teaspoon salt"
2608,Lasagna Soup,img06526.jpg,"1 tsp olive oil1 large onion, chopped1 hot Italian sausage link (about 3 ounces), casing removed1/3 lb ground beef4 garlic cloves, minced2 tsp dried oregano2 tbsp tomato paste1 (28 oz) can fire-roasted diced tomatoes, undrained2 bay leaves6 cups Chicken Broth2 tsp kosher salt1/2 tsp black pepper8 ounces campanelle pasta1 cup mushrooms, chopped1 cup kale, thinly sliced1/2 cup fresh basil, chopped8 oz ricotta1/2 cup grated parmesan1/4 tsp saltpinch of black peppershredded mozzarella cheese (optional)"
2609,French Onion Soup Grilled Cheese,img25938.jpg,"1 tablespoon each grapeseed (or olive) oil and butter, for frying2 slices of french baguette or french bread1 tablespoon softened butterenough shredded gruyere cheese to generously cover both slices of breadabout ½ cup wine-braised onions (see recipe below)fresh thyme leavessalt and pepper to tastesalt and pepper to tasteabout 1 small clove garlic per 2 onionsonions (cook about 3-5 at a time, as you will find many uses for leftover caramelized onions)olive oilbutterbay leaffresh thymesalt and fresh cracked peppersalt and fresh cracked pepperred or white winebeef stock (optional)"
2610,Chicken and Cashews,img24768.jpg,"1 tablespoon sugar1 teaspoon cornstarch1/3 cup water2 tablespoons soy sauce1 small onion, cut into wedges1 tablespoon vegetable oil1 boneless, skinless chicken breast, cut into 1/2 inch pieces1/2 cup salted cashew halveshot cooked rice"
2611,Curried Chicken Salad,img17913.jpg,"3/4 cup light mayonnaise3 tablespoons chopped fresh cilantro2 teaspoons cider vinegar1 teaspoon red curry paste1/8 teaspoon salt4 cups chopped cooked chicken breasts2 small carrots, grated1/2 cup golden raisins2 tablespoons chopped roasted, salted almonds`"
2612,Minnesota Apple Crisp,img08596.jpg,"5 cups peeled, cored, and sliced tart apples2 teaspoons white sugar1/2 teaspoon ground cinnamon1 1/2 cups brown sugar3/4 cup all-purpose flour1/2 cup butter, softened"
2613,Cheater's Croissants,img04727.jpg,"Dough4½ cups all-purpose flour¼ cup sugar1 tablespoon instant yeastPinch of salt1½ cups whole milk3 sticks (12 ounces) cold unsalted butter, cubedEgg Wash1 egg1 tablespoon waterPinch of salt"
2614,Easy Thai Chicken Soup - Paleo,img00570.jpg,"1 14oz can coconut milk (Whole Food 365 brand is the most affordable I've found, and I have been happy with it!)1 14oz can chicken broth, or homemade6 slices FRESH ginger or galangal root, about a quarter size each1-2 lemongrass stalks, cut into 3rds or 4ths1 pound boned and skinned chicken thighs or breasts, cut into bite-size pieces2 cups sliced mushrooms ( I usually do a mix of cremini and shitake!)1 tablespoon lime juice (or more taste)1 tablespoon fish sauce (or more to taste)1 teaspoon palm sugar or 4 drops liquid stevia1-3 teaspoons Thai Chile Garlic Sauce or paste, or Sriacha½ cup finely minced fresh cilantro1 teaspoon salt, to tasteOptional: Lots of veggies would make a good addition to this soup..I love sweet peppers!Optional: Lots of veggies would make a good addition to this soup..I love sweet peppers!Optional: Lots of veggies would make a good addition to this soup..I love sweet peppers!"
2615,Butternut Squash and Apple Soup,img08310.jpg,"1 1/2 teaspoons unsalted butter1 1/4 cups chopped Vidalia or other sweet onion (about 1/2 large onion)1 large garlic clove, smashed and peeled1 1/3 cups cubed peeled Braeburn apple1 1/4 pounds cubed peeled butternut squash1/4 teaspoon dried rubbed sage1/2 teaspoon kosher salt, plus pinch1/4 teaspoon freshly ground black pepper1/8 teaspoon ground nutmeg2 cups fat-free, less sodium chicken broth1/2 cup fat-free evaporated milk1/4 cup crème fraîche, for garnish"
2616,Beef and Egg stir Fry,img22233.jpg,"200g beef2 tsp soy sauce1.5 tsp shaoxing rice wine1 tsp sesame oil1 tsp cornflour2 eggs1 tsp sesame oilPinch of salt3 cloves garlic, finely diced or crushedSmall knob of fresh ginger, finely diced or grated1 tbsp black bean sauce3 spring onions, diced1 tsp soy sauce1 tbsp shaoxing rice wine1 tsp caster sugar1 large tomato1 tsp sesame oil"
2617,Curry Cauliflower Rice and Quinoa,img02906.jpg,"1 head cauliflower1 tablespoon coconut oil1 cup diced carrots (about 1 large carrot)1/2 cup diced onions (about 1/2 medium onion)1 tablespoon minced garlic1 teaspoon freshly grated ginger1 1/2 cups water1 cup cooked quinoa1 cup fresh or frozen peas1 tablespoon curry powder1/2 teaspoon cardamom1/4 teaspoon garam masala1 tablespoon tamariRed pepper flakes, fresh cracked pepper and additional sea salt to tasteRed pepper flakes, fresh cracked pepper and additional sea salt to tasteRed pepper flakes, fresh cracked pepper and additional sea salt to tasteFreshly chopped cilantro (optional)Sliced green onions (optional)"
2618,Classic Meat Loaf,img13398.jpg,"3 thick slices white bread, torn into large pieces2 garlic cloves, chopped1 medium onion, chopped1 celery stalk, chopped1 medium carrot, chopped1/2 cup flat-leaf parsley12 ounces ground beef chuck (90 percent lean), preferably pasture-raised12 ounces ground pork, preferably pasture-raised12 ounces ground veal, preferably milk-fed1 large egg3/4 cup ketchup1 tablespoon Dijon mustard1 tablespoon Worcestershire sauceCoarse salt and freshly ground pepperCoarse salt and freshly ground pepper2 tablespoons light-brown sugar"
2619,Roasted New Potato Salad With Olives,img08382.jpg,"2 pounds small red new potatoes, rinsed, dried and halved2 tablespoons olive oil1 1/4 teaspoons herbes de Provence (mixed dried French herbs) or dried thyme leavesSalt and freshly ground black pepperSalt and freshly ground black pepper1/2 cup pitted and coarsely chopped Kalamata olives1/2 small red onion, cut into thin slivers2 tablespoons chopped fresh parsley1 1/2 tablespoons malt vinegar or rice wine vinegar1 tablespoon mayonnaise1 small garlic clove, minced3 tablespoons extra-virgin olive oil"
2620,Devil's Food Cupcakes with Marshmallow Filling,img10397.jpg,"3/4 cup (3/8 lb.) butter, at room temperature1 1/2 cups sugar2 large eggs2 cups all-purpose flour1/2 cup Dutch-process unsweetened cocoa2 teaspoons baking powder1/2 teaspoon salt1 cup milk1 jar (7 oz.) marshmallow creamChocolate Cream Cheese Frosting"
2621,Eggplant Curry,img13451.jpg,"2 medium (800g/1lb 12oz) eggplants (aubergine)3 Tbsp ghee/vegetable oil1 medium onion, finely diced2.5cm (1 inch) piece of fresh ginger, grated6 cloves garlic, crushed1 tsp fennel seeds1 tsp cumin seeds/ground cumin1 Tbsp ground coriander1/2 tsp ground turmeric1/2 tsp cayenne or a small pinch of chilli powder1/2 tsp cayenne or a small pinch of chilli powder1 tsp sea salt400g tin (14oz) chopped tomatoesa small handful of fresh coriander/cilantro leaves to garnish (optional)500g (1 pound) unsalted butter"
2622,Seared Scallops With Indian Spinach,img19654.jpg,"4 tablespoons canola oil, divided1 teaspoon cumin seeds1 medium red onion, chopped (about 1 cup)2-inch piece fresh ginger, peeled, minced (about 2 tablepoons)3 medium garlic cloves, minced (about 1 tablespoon)1/4 teaspoon cayenne pepper3 teaspoons garam masala, divided1/2 teaspoon ground turmeric1/2 teaspoon salt, plus more to season scallops1 1/2 pounds fresh spinach leaves, roughly chopped12 large scallopsFreshly ground black pepper2 tablespoons heavy cream"
2623,Creamy Carrot Soup,img14679.jpg,"1 tbsp olive oil1 medium onion, diced1 stalk celery, diced2 tsp fresh grated ginger2 tsp curry powder1/2 tsp ground cinnamon1/4 tsp crushed red pepper1 lb carrots, peeled and thinly sliced1 medium potato, peeled and diced3 cups low-sodium vegetable broth1 cup unsweetened light coconut milk1/4 tsp salt or to taste6 tbsp of your favorite pesto, optional6 tbsp nonfat plain Greek yogurt, optional"
2624,Japanese Burgers with Wasabi Ketchup ,img01152.jpg,"Wasabi Ketchup:1/2 cup ketchup2 tablespoons soy sauce1 tablespoon wasabi Japanese Burgers:1/2 cup panko breadcrumbs (or regular dried breadcrumbs)1/4 cup whole milk1/2 pound ground sirloin beef1/2 pound ground pork1/4 teaspoon freshly ground black pepper1/4 cup finely chopped white onion1/2 tablespoon soy sauce1/2 teaspoon saltSesame oil, for coating hands "
2625,Grilled-Steak Sandwiches,img09219.jpg,"2 sirloin, skirt, or flank steaks (about 1 3/4 pounds each)Extra-virgin olive oil, for brushing and drizzlingCoarse salt and freshly ground pepperCoarse salt and freshly ground pepper6 tomatoes, sliced 1/2 inch thick2 large loaves semisoft Italian bread, halved lengthwiseGarnish: fresh basil and romaine lettuce leaves"
2626,Mexican Pizza,img23824.jpg,"Half of one of our dough recipes or 1 pound store-bought dough3/4 cup canned refried beans, thinned with 1 tablespoon water1 1/2 cups shredded pepper Jack or Monterey Jack (about 5 ounces)1/2 cup corn kernels, fresh or frozen and thawed1/2 cup salsa1 ripe avocado, peeled and chopped into 1/2-inch pieces2 tablespoons minced cilantro leaves"
2627,Sun-Dried Tomato-Parmesan Scones,img13610.jpg,1/2 cup boiling water2 tablespoons sun-dried tomato sprinkles2 cups all-purpose flour1/2 cup grated Parmesan cheese2 tablespoons sugar1 teaspoon baking powder3/4 teaspoon dried oregano1/2 teaspoon baking soda1/2 teaspoon salt3/4 cup low-fat buttermilk2 tablespoons olive oil2 large egg whitesCooking spray
2628,Fruity Chili,img20648.jpg,"2 (14 ounce) cans tomato sauce2 (15 ounce) cans kidney beans, rinsed and drained2 tablespoons chili powder1 tablespoon white sugar1 pinch cayenne pepper (optional)1 pound ground beef2 tablespoons chili powder1 tablespoon white sugar1 pinch cayenne pepper (optional)1 teaspoon cooking oil1/2 red onion, chopped1 banana pepper, chopped1 apple - peeled, cored, and chopped1 peach - peeled, pitted, and chopped"
2629,Enchiladas,img21199.jpg,"1 package ground chicken thighs, or any ground meat1 package ground chicken liver2 eggs4-6 flour tortillas1 chopped tomato2 packages of dried enchilada sauce2 cans tomato paste3 /12 cups water2 cups grated cheese1 1/2 tsp salt1 tsp chili powder1/4 tsp Cheyenne pepper1 dollop of sour cream (optional)1 dollop of guacamole (optional)"
2630,"Tacos Al Pastor (Marinated, Spit-Roasted Tacos)",img02642.jpg,"2 pounds pork butt roast, sliced into very thin steaks1/4 cup fresh lime juice3/4 teaspoon salt1/4 medium onion, plus 1 cup chopped2 large cloves garlic, unpeeled1/2 bar achiote paste1/4 cup plus 1 tablespoon apple cider vinegar1/2 heaping teaspoon whole cumin seed, toasted2 tablespoons raw unsalted peanuts, toasted1 small fresh Mexican bay leaf1 (2-inch) cinnamon stick2 cloves2 allspice berries2 cups chopped fresh pineapple5 limes, cut into wedgesSalsa of choice1 cup chopped fresh cilantro1 cup chopped onionLard or vegetable oil24 corn tortillas"
2631,Grilled Chicken with Shredded Mesclun Salad,img24672.jpg,"1/2 cup fresh lime juice1 tablespoon mild honey1/2 teaspoon dried hot red pepper flakes2 1/4 teaspoons salt1 cup olive oil6 chicken breast halves with skin and bones (3 lb total)2 large tomatoes, cut into 1/2-inch pieces (2 cups)2 medium shallots, halved lengthwise and thinly sliced crosswise (1/2 cup)8 oz mesclun, thinly sliced (6 cups)1 cup loosely packed fresh basil leaves, thinly sliced"
2632,Thai Beef Lettuce Wraps,img17955.jpg,250g minced beef15g cilantro1 medium red onion - finely sliced and quartered1 red chilli - finely chopped1 lime1 iceberg lettuce160g rice noodles2 cloves garlic - finely crushed2 tablespoons fish sauce2 tablespoons soy sauce30g peanuts - crushed1 carrot - sliced thinly with a vegetable peeler
2633,Blueberry-Cinnamon Muffins,img00639.jpg,"1/4 cup regular oats2 tablespoons brown sugar1 teaspoon ground cinnamon, divided1/4 cup butter, softened1 cup granulated sugar1/2 cup egg substitute1 teaspoon vanilla extract2 cups all-purpose flour1 teaspoon baking soda1/2 teaspoon baking powder1/2 teaspoon salt1 1/4 cups fat-free buttermilk1 cup fresh blueberriesVegetable cooking spray"
2634,Spicy Tequila Chicken Tostadas,img14511.jpg,1 lb Extra Lean Ground Chicken1 cup Diced Bell Peppers (Any Color)3/4 cup Sweet Corn3/4 cup Black Beans1 cup Light Shredded Mexican-Blend Cheese1 tsp Sea Salt & Coarse Black Peppercorn - approx.2 tbsps Light Butter1 tbsp Tequila1 1/2 tbsps Lime Juice1 1/2 tsps Chili Powder30 oz Canned Tomato Sauce (Plain)2 tbsps Chipotle Hot Sauce2 tbsps Plain Non-Fat Greek Yogurt2 tsps Crushed or Minced Garlic1 1/2 tsps Onion Powder1 tsp Cilantro1 tsp SugarSalt & Pepper to tasteSalt & Pepper to taste4 Mini Corn Tortillas1 tbsp Extra Virgin Olive OilFresh Cilantro (optional)Additional Greek Yogurt or Sour Cream for topping (optional)
2635,Brunswick Stew,img01823.jpg,"4 ounces diced salt pork2 pounds chicken parts8 cups water3 potatoes, cubed3 onions, chopped1 (28 ounce) can whole peeled tomatoes, chopped2 cups canned whole kernel corn1 (10 ounce) package frozen lima beans1 tablespoon Worcestershire sauce1/2 teaspoon salt1/4 teaspoon ground black pepper"
2636,New Mexico Green Chile and Frito Burgers,img12941.jpg,"1 pound ground chuck1 teaspoon kosher salt1/4 teaspoon pepper2 teaspoons vegetable oil, divided2 fresh Hatch or Anaheim chiles (4 oz. total) or 1 can (7 oz.) Hatch* or regular green chiles, sliced2 fresh Hatch or Anaheim chiles (4 oz. total) or 1 can (7 oz.) Hatch* or regular green chiles, sliced4 slices (4 oz.) pepper jack cheese2 cups Fritos3 tablespoons mayonnaise2 teaspoons chipotle barbecue sauce4 kaiser rolls, split"
2637,Creme Brulee French Toast,img00531.jpg,1 cube(s) butter1 cup(s) brown sugar2 tablespoon(s) corn syrup1 loaf(s) french bread6 large eggs1-3/4 cup(s) half and half1 teaspoon(s) vanilla2 tablespoon(s) Grand Marnier1/4 teaspoon(s) salt
2638,Arizona Turkey with Chipotle Sauce,img23939.jpg,"1 (12-pound) fresh or frozen turkey, thawed1 1/2 teaspoons ground cumin1 teaspoon chili powder1 teaspoon dried rubbed sage3/4 teaspoon garlic powder1/2 teaspoon ground red pepper1/4 teaspoon ground turmericCooking spray1/2 cup boiling water1 to 2 chipotle chiles3 3/4 cups fat-free, less-sodium chicken broth, divided3 tablespoons tomato paste1 tablespoon Worcestershire sauce1/4 cup all-purpose flourChile peppers (optional)Assorted herb sprigs (optional)"
2639,Caramelized Onion Dip,img01132.jpg,"Cooking spray3 cups chopped onion (about 2 medium)3 tablespoons low-fat sour cream, divided2 tablespoons (1 ounce) block-style 1/3-less-fat cream cheese, softened3 tablespoons light mayonnaise1/4 teaspoon Worcestershire sauce1/8 teaspoon saltDash of ground red pepper"
2640,Thanksgiving Roast Turkey with Corn Bread Dressing,img07160.jpg,"1 tbsp. vegetable oil1 tbsp. butter1 egg2 cups buttermilk2 cups self-rising white cornmeal¼ cup self-rising flour1 lb. ground sausage, such as Old Folks or Jimmy Dean1 head celery, trimmed and finely chopped2 yellow onions, peeled and finely chopped1 skilletful of corn bread, crumbled4 cups seasoned bread crumbs4 tbsp. chopped fresh sage or 2 tbsp. dried crumbled sage1 cup turkey stock (made with neck and giblets) or Chicken StockSalt and freshly ground black pepperSalt and freshly ground black pepper2 tbsp. butter, softened1 13–15-lb. turkey, neck and giblets reserved, bird rinsed and patted dry1 13–15-lb. turkey, neck and giblets reserved, bird rinsed and patted dry3 tbsp. crumbled sageSalt and freshly ground black pepperSalt and freshly ground black pepper3 yellow onions, peeled and halved12 tbsp. butter, melted"
2641,Coq au Vin Blanc,img00565.jpg,"3 tablespoons extra-virgin olive oil (EVOO), 3 turns of the pan1 pound boneless chicken breast, cut into 2-inch pieces1 pound boneless chicken thighs, cut into 2-inch piecesSalt and freshly ground pepperSalt and freshly ground pepper2 tablespoons all-purpose flour, plus more for dredging4 slices of bacon, chopped1 pound frozen pearl onions (about 2 cups), thawed and patted dry1 pound small white mushrooms, halved1 fresh or dried bay leaf4 sprigs of fresh thyme2 cups chicken broth2 cups dry white Burgundy wine1/2 cup heavy cream8 slices of white sandwich bread2 garlic cloves, halvedUnsalted butter, softened, for spreadingFlat-leaf parsley, chopped (a handful)"
2642,Thai Red Curry Chicken Soup,img06095.jpg,"5 cups chicken stock, homemade or purchased1 package, rice noodles, preferably medium thickness2 tablespoons Thai red curry paste3 tablespoons fish sauce1/2 can, coconut milk2 tablespoons sugar2 limes, zested and juiced3 tablespoons Cilantro, minced2 tablespoons mint, minced1-2 cups shredded rotisserie chicken or roasted chicken1 tablespoon sesame oil"
2643,Spiced Shrimp with Peach Salsa,img20809.jpg,"3 1/2 cups coarsely chopped peeled peaches1 cup coarsely chopped red bell pepper1 cup coarsely chopped green bell pepper1/3 cup coarsely chopped red onion1 jalapeño pepper, seeded and chopped1/4 cup fresh cilantro leaves1 tablespoon lime juice1/4 teaspoon salt1/4 teaspoon salt2 teaspoons brown sugar1 teaspoon ground cumin1/4 teaspoon ground black pepper1 1/2 pounds large shrimp, peeled and deveined1 tablespoon vegetable oil"
2644,Mac and Cheese with Roasted Tomatoes,img03197.jpg,"Cooking spray8 plum tomatoes, cut into 1/4-inch-thick slices (about 2 pounds)1 tablespoon olive oil1 tablespoon minced fresh thyme3/4 teaspoon salt, divided4 garlic cloves, thinly sliced1 pound uncooked multigrain whole wheat elbow macaroni (such as Barilla Plus)1/2 cup all-purpose flour (about 2 1/4 ounces)5 cups 1% low-fat milk1 1/2 cups (6 ounces) shredded extrasharp white cheddar cheese1 cup (4 ounces) shredded fontina cheese1/2 teaspoon black pepper1/2 cup (2 ounces) grated fresh Parmesan cheese1/3 cup dry breadcrumbs1/2 teaspoon paprika"
2645,"Risotto with Spinach, Asparagus, Peas, and Tomatoes",img22215.jpg,"6 to 8 cups low sodium vegetable broth¼ cup olive oil1 cup chopped onionsSalt and freshly ground pepper, to tasteSalt and freshly ground pepper, to taste2 cups Arborio rice½ cup dry white wine1½ cups frozen peas4-6 ounces fresh baby spinach, well rinsed, trimmed and roughly chopped½ pound slender asparagus, tough ends removed and asparagus cut into 2-inch lengths2 ripe plum tomatoes, seeded and diced½ cup freshly grated Parmesan cheese"
2646,Pink Grapefruit Sparklers,img16737.jpg,"1/2 cup sugar1/4 cup lemon juice (from 2 large lemons)3 cups fresh pink grapefruit juice (from 4 medium grapefruits)1 cup pomegranate (or cranberry) juice1 liter seltzer or club soda, chilledMint leaves for garnish, optional"
2647,Italienischer Putenbraten,img25997.jpg,5 Knoblauchzehen2 unbehandelte Zitronen250 ml trockener Weißwein750 ml Hühnerbrühe (Instant)50 ml Kräuteressig1 TL grüner Pfeffer3 EL Olivenöl1 Lorbeerblatt2 Zweige RosmarinZucker1 kg PutenbrustSalzPfeffer100 g Schalotten1 Knoblauchzwiebel400 g Zucchini300 g Tomaten am Strauch400 g frischer Gnocchi50 g Schlagsahne1 EL Speisestärke
2648,Tuscan Ribollita,img16238.jpg,"1 cup dried cannellini or Great Northern beans2 teaspoons Kosher salt4 tablespoons olive oil2 cups diced zucchini1 1/2 cups diced onions2/3 cup diced celery1/2 cup scrubbed and diced carrots1/4 pound pancetta, diced2 tablespoons minced garlic1/2 head savoy cabbage, washed and cut into 1-inch pieces2 tomatoes, peeled, seeded, and chopped1/2 cup chopped basil2 cups cleaned spinach leaves1/4 teaspoon freshly ground black pepperchicken stock, if needed (I used a cup or so)4 cups day-old sourdough bread1/2 cup grated Pecorino Romano4 tablespoons olive oil"
2649,Leaf-Wrapped Salad Bites (Miang Kham) From 'Simple Thai Food',img05379.jpg,"Sauce1 tablespoon meaty dried shrimp1/2 cup hot water1 stalk lemongrass1/2 cup plus 2 tablespoons unsweetened dried coconut flakes1 shallot, about 1 ounce, peeled and sliced thinly against the grain2 (1/4-inch-thick) slices galangal, coarsely chopped2 tablespoons coarsely chopped peeled ginger1 teaspoon shrimp paste1/2 cup packed grated palm sugar plus 1/3 cup packed dark brown sugar (or substitute 2/3 cup packed dark brown sugar)1 tablespoon fish sauce1/4 cup water2 tablespoons finely chopped roasted peanutsSalad1 lime1 (3-inch) piece fresh ginger, peeled and cut into 1/4-inch dice2 shallots, about 1 ounce each, peeled and cut into 1/4-inch dice1/2 cup roasted peanuts5 or 6 fresh bird’s eye chilies, sliced crosswise 1/4 inch thick1/3 cup meaty dried shrimp20 to 30 cha-phlu leaves or 3-inch squares collard green or Chinese broccoli leaves"
2650,Soy-Braised Mushrooms,img05686.jpg,"2 ounces dried whole shiitake mushrooms (2 to 3 in. wide)1/4 cup soy sauce1/4 cup dry sherry2 tablespoons sugar8 thin slices (quarter size) fresh ginger3 cloves garlic, peeled1 teaspoon Asian sesame oilThinly sliced green onions"
2651,Crockpot Italian Meatballs | Perfect For Dinner or Game Day!,img02111.jpg,3 lb Ground Beef (you can also substitute turkey)8 slices White Bread⅓ cup Milk1 tbsp Olive Oil1 medium Onion Finely Diced1 tbsp minced Garlic⅓ cup Grated Parmesan2 tsp Oregano4 tsp Basil1 Egg48 oz Spaghetti Sauce (use your favorite homemade or store-bought sauce )
2652,Chilean Sea Bass with Bouillabaisse Broth,img01330.jpg,"1 tablespoon of olive oil, plus more for sautéing the fish1 small onion, thinly sliced1/2 fennel bulb, thinly sliced, with fronds reserved for garnishSalt and pepperSalt and pepper1 clove garlic, sliced1 can (14.5 ounces) petite diced tomatoes, drained1/2 cup white wine2 1/2 cups fish stock1 teaspoon saffron1 bay leaf1 dozen rock shrimps, peeled and deveined1 dozen mussels4 fillets (4- to 6-ounce) Chilean sea bass1/2 day-old baguette, sliced 1/4-inch thick1 cup mayonnaise2 cloves garlicZest and juice of 1/2 lemon5 filets roasted red pepper from a jarSalt and pepperSalt and pepper"
